geo_id,county,state,has_occupied_units,pct_renter,pct_rent_burden_30_plus,pct_rent_burden_50_plus,pct_overcrowded_renter,renter_population,pct_housing_pre_1980,pct_poverty_under_100,pct_low_income_households,median_household_income,pct_elderly_65_plus,pct_children_under_18,pct_white,pct_black,pct_asian,pct_hispanic,pct_living_alone,pct_limited_english
36081040301,Queens County,New York,True,83.65,89.42,53.9,29.99,2200,80.65,21.85,22.02,37018,9.3,23.97,3.3,3.88,26.62,73.38,14.3,43.99
36081040302,Queens County,New York,True,73.25,49.59,31.49,49.56,3506,58.08,21.79,20.96,70179,8.05,31.0,14.7,0.0,11.79,86.55,15.44,52.79
36081040400,Queens County,New York,True,34.27,81.29,18.49,0.0,971,96.27,8.72,16.8,87917,23.97,10.32,3.19,67.99,12.31,12.56,29.4,9.82
36081040501,Queens County,New York,True,89.6,32.59,25.45,15.62,845,75.2,14.75,6.8,102682,2.39,22.61,8.09,1.35,9.44,86.93,6.0,58.78
36081040502,Queens County,New York,True,84.19,48.22,25.38,18.31,1411,90.42,13.82,20.16,74091,12.04,22.3,6.76,1.01,2.97,93.3,25.3,35.45
36081040701,Queens County,New York,True,90.6,54.56,32.88,39.77,3004,92.15,36.73,29.6,77944,4.94,35.74,6.7,0.0,5.56,93.71,19.18,32.16
36081040702,Queens County,New York,True,75.05,46.65,19.73,17.12,3407,88.16,13.57,8.38,99722,14.99,27.45,3.91,1.08,6.95,91.96,9.87,53.2
36081040901,Queens County,New York,True,63.37,53.9,31.56,56.74,1261,88.89,10.01,8.54,83320,10.73,23.27,21.78,0.0,8.97,88.39,7.42,41.08
36081040902,Queens County,New York,True,78.46,48.42,25.87,28.76,2350,74.84,9.49,20.51,84091,5.75,26.45,6.29,2.32,2.12,90.41,17.05,44.88
36081041100,Queens County,New York,True,44.49,60.05,19.03,15.96,1807,85.96,18.12,23.67,73899,9.53,14.75,19.98,0.19,13.51,79.22,14.45,41.35
36081041300,Queens County,New York,True,70.92,54.73,38.62,36.35,3557,63.67,33.71,21.81,72519,11.34,24.76,9.18,1.72,18.45,77.52,6.8,46.49
